id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	fdrp
cisCRP	met-d-Creatinine	Creatinine || id:met-d-Creatinine	cisCRP	Inverse variance weighted	4	0.009219457390981891	0.013533680858896287	0.4957302698344427	1
cisCRP	met-d-DHA	Docosahexaenoic acid || id:met-d-DHA	cisCRP	Inverse variance weighted	4	-0.01713074450780682	0.01517577927478416	0.2589731804021382	1
cisCRP	met-d-DHA_pct	Ratio of docosahexaenoic acid to total fatty acids || id:met-d-DHA_pct	cisCRP	Inverse variance weighted	4	-0.018407156668251	0.0152810072195615	0.22836646738605704	1
cisCRP	met-d-Gln	Glutamine || id:met-d-Gln	cisCRP	Inverse variance weighted	4	0.022923687003730164	0.016039009199166374	0.15293358967350137	1
cisCRP	met-d-Glucose	Glucose || id:met-d-Glucose	cisCRP	Inverse variance weighted	4	0.022735889611921373	0.024578532430056522	0.35495009611861816	1
cisCRP	met-d-Gly	Glycine || id:met-d-Gly	cisCRP	Inverse variance weighted	4	0.005962139985933895	0.01578817694751609	0.7057030882551351	1
cisCRP	met-d-GlycA	Glycoprotein acetyls || id:met-d-GlycA	cisCRP	Inverse variance weighted	4	0.0514392067356992	0.015632714017245107	0.0010001493056354706	0.36605464586258224
cisCRP	met-d-HDL_C	HDL cholesterol || id:met-d-HDL_C	cisCRP	Inverse variance weighted	4	-0.04262099262003854	0.014019236447677136	0.002364373354057203	0.8015225670253918
cisCRP	met-d-HDL_CE	Cholesteryl esters in HDL || id:met-d-HDL_CE	cisCRP	Inverse variance weighted	4	-0.04243926060926013	0.014089854055706183	0.0025949496694121017	0.8641182399142299
cisCRP	met-d-HDL_FC	Free cholesterol in HDL || id:met-d-HDL_FC	cisCRP	Inverse variance weighted	4	-0.04077042748076491	0.013908484972190324	0.00337508707979053	1
cisCRP	met-d-HDL_L	Total lipids in HDL || id:met-d-HDL_L	cisCRP	Inverse variance weighted	4	-0.03420775897899305	0.014095579410532985	0.015230843124042534	1
cisCRP	met-d-HDL_P	Concentration of HDL particles || id:met-d-HDL_P	cisCRP	Inverse variance weighted	4	-0.029980550828253433	0.01474108408062017	0.0419708474867884	1
cisCRP	met-d-HDL_PL	Phospholipids in HDL || id:met-d-HDL_PL	cisCRP	Inverse variance weighted	4	-0.02890582514826508	0.014189693765834328	0.041640022068079985	1
cisCRP	met-d-HDL_size	Average diameter for HDL particles || id:met-d-HDL_size	cisCRP	Inverse variance weighted	4	-0.040863020551506424	0.013905663878456659	0.00329710771390136	1
cisCRP	met-d-HDL_TG	Triglycerides in HDL || id:met-d-HDL_TG	cisCRP	Inverse variance weighted	4	0.02641572808612563	0.01547945498289078	0.0879145677442308	1
cisCRP	met-d-His	Histidine || id:met-d-His	cisCRP	Inverse variance weighted	4	0.005927303765225156	0.022392599615424422	0.7912411745215789	1
cisCRP	met-d-IDL_C	Cholesterol in IDL || id:met-d-IDL_C	cisCRP	Inverse variance weighted	4	-0.05259640978931067	0.015155806626100842	5.197223120767089e-4	0.20096471375899352
cisCRP	met-d-IDL_C_pct	Cholesterol to total lipids ratio in IDL || id:met-d-IDL_C_pct	cisCRP	Inverse variance weighted	4	-0.058832211547017677	0.015325800416842915	1.2365256311517038e-4	0.05106850856656537
cisCRP	met-d-IDL_CE	Cholesteryl esters in IDL || id:met-d-IDL_CE	cisCRP	Inverse variance weighted	4	-0.052448350947031944	0.01515116114910786	5.368308866267465e-4	0.2066798913512974
cisCRP	met-d-IDL_CE_pct	Cholesteryl esters to total lipids ratio in IDL || id:met-d-IDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.055289268719088513	0.015406486691545054	3.323301739152956e-4	0.13293206956611825
cisCRP	met-d-IDL_FC	Free cholesterol in IDL || id:met-d-IDL_FC	cisCRP	Inverse variance weighted	4	-0.052002922396038175	0.01519237228105507	6.194259521204417e-4	0.23414300990152695
cisCRP	met-d-IDL_FC_pct	Free cholesterol to total lipids ratio in IDL || id:met-d-IDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.033583175172402537	0.015580277099336065	0.03112329113209966	1
cisCRP	met-d-IDL_L	Total lipids in IDL || id:met-d-IDL_L	cisCRP	Inverse variance weighted	4	-0.04932381017505534	0.01517339973876711	0.0011513088076666347	0.41562247956765513
cisCRP	met-d-IDL_P	Concentration of IDL particles || id:met-d-IDL_P	cisCRP	Inverse variance weighted	4	-0.04373735071685795	0.015531724773654115	0.004862553264611991	1
cisCRP	met-d-IDL_PL	Phospholipids in IDL || id:met-d-IDL_PL	cisCRP	Inverse variance weighted	4	-0.04838223127026793	0.015141998185464084	0.0013971738668126545	0.493202374984867
cisCRP	met-d-IDL_PL_pct	Phospholipids to total lipids ratio in IDL || id:met-d-IDL_PL_pct	cisCRP	Inverse variance weighted	4	0.029706279492468225	0.01576704113773979	0.059554904556354024	1
cisCRP	met-d-IDL_TG	Triglycerides in IDL || id:met-d-IDL_TG	cisCRP	Inverse variance weighted	4	0.01738212921546293	0.015513030596013238	0.2625068356254152	1
cisCRP	met-d-IDL_TG_pct	Triglycerides to total lipids ratio in IDL || id:met-d-IDL_TG_pct	cisCRP	Inverse variance weighted	4	0.0642025129459331	0.015162017562989603	2.2913140810102526e-5	0.010013042534014804
cisCRP	met-d-Ile	Isoleucine || id:met-d-Ile	cisCRP	Inverse variance weighted	4	0.042992098953682036	0.017483150880484275	0.013930173539817627	1
cisCRP	met-d-L_HDL_C	Cholesterol in large HDL || id:met-d-L_HDL_C	cisCRP	Inverse variance weighted	4	-0.04784119268665754	0.013822277079206932	5.378414569169003e-4	0.2066798913512974
cisCRP	met-d-L_HDL_C_pct	Cholesterol to total lipids ratio in large HDL || id:met-d-L_HDL_C_pct	cisCRP	Inverse variance weighted	4	-0.057612674151724136	0.014793028698149696	9.836791395935403e-5	0.04121615594896934
cisCRP	met-d-L_HDL_CE	Cholesteryl esters in large HDL || id:met-d-L_HDL_CE	cisCRP	Inverse variance weighted	4	-0.04789571915684821	0.013860099235492229	5.489577673067641e-4	0.20915290934387712
cisCRP	met-d-L_HDL_CE_pct	Cholesteryl esters to total lipids ratio in large HDL || id:met-d-L_HDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.054347592724643325	0.015017504608779143	2.958012026543402e-4	0.11891208346704475
cisCRP	met-d-L_HDL_FC	Free cholesterol in large HDL || id:met-d-L_HDL_FC	cisCRP	Inverse variance weighted	4	-0.046020641848760153	0.013756291346850304	8.215655634303653e-4	0.3048008240326655
cisCRP	met-d-L_HDL_FC_pct	Free cholesterol to total lipids ratio in large HDL || id:met-d-L_HDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.04308913950647915	0.014586021850141573	0.003135425033824494	1
cisCRP	met-d-L_HDL_L	Total lipids in large HDL || id:met-d-L_HDL_L	cisCRP	Inverse variance weighted	4	-0.043481276788739344	0.013772762042722096	0.0015937487386899268	0.5609995560188542
cisCRP	met-d-L_HDL_P	Concentration of large HDL particles || id:met-d-L_HDL_P	cisCRP	Inverse variance weighted	4	-0.04679070126289992	0.013746671738767962	6.645928606392342e-4	0.24922232273971284
cisCRP	met-d-L_HDL_PL	Phospholipids in large HDL || id:met-d-L_HDL_PL	cisCRP	Inverse variance weighted	4	-0.03885104851696541	0.01381525102781138	0.0049206117893514515	1
cisCRP	met-d-L_HDL_PL_pct	Phospholipids to total lipids ratio in large HDL || id:met-d-L_HDL_PL_pct	cisCRP	Inverse variance weighted	4	0.06483747163481754	0.015183069306935353	1.9514041811635463e-5	0.008566664355307969
cisCRP	met-d-L_HDL_TG	Triglycerides in large HDL || id:met-d-L_HDL_TG	cisCRP	Inverse variance weighted	4	-0.0011516445140520824	0.015072905408911966	0.9390969352876788	1
cisCRP	met-d-L_HDL_TG_pct	Triglycerides to total lipids ratio in large HDL || id:met-d-L_HDL_TG_pct	cisCRP	Inverse variance weighted	4	0.0413332280348257	0.01481974634046867	0.005286054050083467	1
cisCRP	met-d-L_LDL_C	Cholesterol in large LDL || id:met-d-L_LDL_C	cisCRP	Inverse variance weighted	4	-0.040829620461449195	0.015517497957895608	0.008508427405581874	1
cisCRP	met-d-L_LDL_C_pct	Cholesterol to total lipids ratio in large LDL || id:met-d-L_LDL_C_pct	cisCRP	Inverse variance weighted	4	-0.057101540437850075	0.015292740904578092	1.8853859319384965e-4	0.07711228461628451
cisCRP	met-d-L_LDL_CE	Cholesteryl esters in large LDL || id:met-d-L_LDL_CE	cisCRP	Inverse variance weighted	4	-0.03772059014299793	0.015554651025638638	0.015306864889484822	1
cisCRP	met-d-L_LDL_CE_pct	Cholesteryl esters to total lipids ratio in large LDL || id:met-d-L_LDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.014976411517514068	0.015743836521108744	0.34147467674193926	1
cisCRP	met-d-L_LDL_FC	Free cholesterol in large LDL || id:met-d-L_LDL_FC	cisCRP	Inverse variance weighted	4	-0.048044390715183065	0.015409546388993728	0.0018218606522424226	0.6303637856758783
cisCRP	met-d-L_LDL_FC_pct	Free cholesterol to total lipids ratio in large LDL || id:met-d-L_LDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.06455799266355243	0.014959142704456325	1.5915473374461458e-5	0.007034639231511965
cisCRP	met-d-L_LDL_L	Total lipids in large LDL || id:met-d-L_LDL_L	cisCRP	Inverse variance weighted	4	-0.03899671412957644	0.015541525274863566	0.01210067385731185	1
cisCRP	met-d-L_LDL_P	Concentration of large LDL particles || id:met-d-L_LDL_P	cisCRP	Inverse variance weighted	4	-0.03309931863822235	0.015638503965665598	0.03429999638928345	1
cisCRP	met-d-L_LDL_PL	Phospholipids in large LDL || id:met-d-L_LDL_PL	cisCRP	Inverse variance weighted	4	-0.04042833300317488	0.015577619816566454	0.009451304335197393	1
cisCRP	met-d-L_LDL_PL_pct	Phospholipids to total lipids ratio in large LDL || id:met-d-L_LDL_PL_pct	cisCRP	Inverse variance weighted	4	-7.25001354203729e-4	0.015707037399556197	0.963184524853204	1
cisCRP	met-d-L_LDL_TG	Triglycerides in large LDL || id:met-d-L_LDL_TG	cisCRP	Inverse variance weighted	4	0.016821423956660846	0.015553728240437052	0.27947284944228834	1
cisCRP	met-d-L_LDL_TG_pct	Triglycerides to total lipids ratio in large LDL || id:met-d-L_LDL_TG_pct	cisCRP	Inverse variance weighted	4	0.060296852579482356	0.015390126279721809	8.932671011284082e-5	0.03760654495750598
cisCRP	met-d-L_VLDL_C	Cholesterol in large VLDL || id:met-d-L_VLDL_C	cisCRP	Inverse variance weighted	4	0.0163213714492772	0.015351855064822542	0.2877125524492822	1
cisCRP	met-d-L_VLDL_C_pct	Cholesterol to total lipids ratio in large VLDL || id:met-d-L_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.03859756765810564	0.015335840060654263	0.01184189010800786	1
cisCRP	met-d-L_VLDL_CE	Cholesteryl esters in large VLDL || id:met-d-L_VLDL_CE	cisCRP	Inverse variance weighted	4	0.008369663735549572	0.015507483520958569	0.5893917138620226	1
cisCRP	met-d-L_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in large VLDL || id:met-d-L_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.04875288658734704	0.015020235567732066	0.001171154480027393	0.4204444583298341
cisCRP	met-d-L_VLDL_FC	Free cholesterol in large VLDL || id:met-d-L_VLDL_FC	cisCRP	Inverse variance weighted	4	0.023696046390120983	0.01518275267297946	0.11858950934976749	1
cisCRP	met-d-L_VLDL_FC_pct	Free cholesterol to total lipids ratio in large VLDL || id:met-d-L_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.0025480964108837044	0.01555678847647314	0.869893932619349	1
cisCRP	met-d-L_VLDL_L	Total lipids in large VLDL || id:met-d-L_VLDL_L	cisCRP	Inverse variance weighted	4	0.024808279447664294	0.015169096352508524	0.10195501302093687	1
cisCRP	met-d-L_VLDL_P	Concentration of large VLDL particles || id:met-d-L_VLDL_P	cisCRP	Inverse variance weighted	4	0.02631005767549615	0.015155963718742605	0.08257194707558604	1
cisCRP	met-d-L_VLDL_PL	Phospholipids in large VLDL || id:met-d-L_VLDL_PL	cisCRP	Inverse variance weighted	4	0.026794043388185806	0.015144655468234087	0.0768591941303703	1
cisCRP	met-d-L_VLDL_PL_pct	Phospholipids to total lipids ratio in large VLDL || id:met-d-L_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	0.028052072562760946	0.015242413367953862	0.06571015908808601	1
cisCRP	met-d-L_VLDL_TG	Triglycerides in large VLDL || id:met-d-L_VLDL_TG	cisCRP	Inverse variance weighted	4	0.027015878705327515	0.015103762626527736	0.07366550612464641	1
cisCRP	met-d-L_VLDL_TG_pct	Triglycerides to total lipids ratio in large VLDL || id:met-d-L_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.017277784113461172	0.015629052188523743	0.2689466820012117	1
cisCRP	met-d-LA	Linoleic acid || id:met-d-LA	cisCRP	Inverse variance weighted	4	-0.02803645883739374	0.015712507567591776	0.0743684023604777	1
cisCRP	met-d-LA_pct	Ratio of linoleic acid to total fatty acids || id:met-d-LA_pct	cisCRP	Inverse variance weighted	4	-0.05098617633599553	0.015361510945072324	9.031260203617338e-4	0.332350375493118
cisCRP	met-d-Lactate	Lactate || id:met-d-Lactate	cisCRP	Inverse variance weighted	4	0.007119253300050273	0.028402601159700683	0.8020808737906091	1
cisCRP	met-d-LDL_C	LDL cholesterol || id:met-d-LDL_C	cisCRP	Inverse variance weighted	4	-0.03457393507153234	0.015627373994931675	0.026939335554908468	1
cisCRP	met-d-LDL_CE	Cholesteryl esters in LDL || id:met-d-LDL_CE	cisCRP	Inverse variance weighted	4	-0.030577772060119343	0.015654465278987895	0.05078477594326347	1
cisCRP	met-d-LDL_FC	Free cholesterol in LDL || id:met-d-LDL_FC	cisCRP	Inverse variance weighted	4	-0.04362936819492972	0.015526035074774623	0.004952950857523752	1
cisCRP	met-d-LDL_L	Total lipids in LDL || id:met-d-LDL_L	cisCRP	Inverse variance weighted	4	-0.032517946023924875	0.01564277169596352	0.03763719341396868	1
cisCRP	met-d-LDL_P	Concentration of LDL particles || id:met-d-LDL_P	cisCRP	Inverse variance weighted	4	-0.028448181015064036	0.015682272295504177	0.06967243376733098	1
cisCRP	met-d-LDL_PL	Phospholipids in LDL || id:met-d-LDL_PL	cisCRP	Inverse variance weighted	4	-0.03379426211245059	0.015659167763745593	0.030919004614405755	1
cisCRP	met-d-LDL_size	Average diameter for LDL particles || id:met-d-LDL_size	cisCRP	Inverse variance weighted	4	-0.03932017570318963	0.015350636832803926	0.010423063417992307	1
cisCRP	met-d-LDL_TG	Triglycerides in LDL || id:met-d-LDL_TG	cisCRP	Inverse variance weighted	4	0.02181996568210993	0.01552337352236914	0.15983696727012847	1
cisCRP	met-d-Leu	Leucine || id:met-d-Leu	cisCRP	Inverse variance weighted	4	0.035883694093054225	0.016005770976644292	0.024966397693519236	1
cisCRP	met-d-M_HDL_C	Cholesterol in medium HDL || id:met-d-M_HDL_C	cisCRP	Inverse variance weighted	4	-0.03028636112222223	0.014444444543342342	0.0360158833570875	1
cisCRP	met-d-M_HDL_C_pct	Cholesterol to total lipids ratio in medium HDL || id:met-d-M_HDL_C_pct	cisCRP	Inverse variance weighted	4	-0.044084276277824644	0.014946968511838086	0.0031841314567741742	1
cisCRP	met-d-M_HDL_CE	Cholesteryl esters in medium HDL || id:met-d-M_HDL_CE	cisCRP	Inverse variance weighted	4	-0.02999907036518117	0.014498054002813851	0.03852928299374781	1
cisCRP	met-d-M_HDL_CE_pct	Cholesteryl esters to total lipids ratio in medium HDL || id:met-d-M_HDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.03907131081773996	0.015225484366760876	0.010282589434151038	1
cisCRP	met-d-M_HDL_FC	Free cholesterol in medium HDL || id:met-d-M_HDL_FC	cisCRP	Inverse variance weighted	4	-0.03074389481252654	0.014285949138354362	0.03139442001735677	1
cisCRP	met-d-M_HDL_FC_pct	Free cholesterol to total lipids ratio in medium HDL || id:met-d-M_HDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.04521615432107864	0.01391684642265078	0.0011580210848905392	0.4168875905605941
cisCRP	met-d-M_HDL_L	Total lipids in medium HDL || id:met-d-M_HDL_L	cisCRP	Inverse variance weighted	4	-0.022515310313884415	0.01457140431047334	0.12230492447341465	1
cisCRP	met-d-M_HDL_P	Concentration of medium HDL particles || id:met-d-M_HDL_P	cisCRP	Inverse variance weighted	4	-0.027492009410164987	0.014460124878662472	0.05727201829990429	1
cisCRP	met-d-M_HDL_PL	Phospholipids in medium HDL || id:met-d-M_HDL_PL	cisCRP	Inverse variance weighted	4	-0.01724633544783017	0.014676434700783262	0.23995315621422156	1
cisCRP	met-d-M_HDL_PL_pct	Phospholipids to total lipids ratio in medium HDL || id:met-d-M_HDL_PL_pct	cisCRP	Inverse variance weighted	4	0.04822123224312399	0.014890114356817818	0.0012017142506694919	0.4290119874890086
cisCRP	met-d-M_HDL_TG	Triglycerides in medium HDL || id:met-d-M_HDL_TG	cisCRP	Inverse variance weighted	4	0.025900449078902325	0.015503130009934798	0.09478898272990152	1
cisCRP	met-d-M_HDL_TG_pct	Triglycerides to total lipids ratio in medium HDL || id:met-d-M_HDL_TG_pct	cisCRP	Inverse variance weighted	4	0.038748820781855854	0.015058130941287494	0.010073902116340095	1
cisCRP	met-d-M_LDL_C	Cholesterol in medium LDL || id:met-d-M_LDL_C	cisCRP	Inverse variance weighted	4	-0.021173982304126593	0.01572636484512832	0.17817345509390364	1
cisCRP	met-d-M_LDL_C_pct	Cholesterol to total lipids ratio in medium LDL || id:met-d-M_LDL_C_pct	cisCRP	Inverse variance weighted	4	-0.035835072072640396	0.01812148057033972	0.0479861111064828	1
cisCRP	met-d-M_LDL_CE	Cholesteryl esters in medium LDL || id:met-d-M_LDL_CE	cisCRP	Inverse variance weighted	4	-0.015573745950537142	0.015719264165637542	0.32181124347204343	1
cisCRP	met-d-M_LDL_CE_pct	Cholesteryl esters to total lipids ratio in medium LDL || id:met-d-M_LDL_CE_pct	cisCRP	Inverse variance weighted	4	0.01848605207802799	0.015635706672431905	0.23708779977336567	1
cisCRP	met-d-M_LDL_FC	Free cholesterol in medium LDL || id:met-d-M_LDL_FC	cisCRP	Inverse variance weighted	4	-0.0348151293788561	0.015676158830123625	0.026357958957343514	1
cisCRP	met-d-M_LDL_FC_pct	Free cholesterol to total lipids ratio in medium LDL || id:met-d-M_LDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.0544671608656537	0.01503737709284361	2.9220027165000533e-4	0.11775670947495215
cisCRP	met-d-M_LDL_L	Total lipids in medium LDL || id:met-d-M_LDL_L	cisCRP	Inverse variance weighted	4	-0.019837447647674238	0.015719028878086967	0.2069480262965047	1
cisCRP	met-d-M_LDL_P	Concentration of medium LDL particles || id:met-d-M_LDL_P	cisCRP	Inverse variance weighted	4	-0.018736942384333436	0.01574354439046747	0.23399335621216977	1
cisCRP	met-d-M_LDL_PL	Phospholipids in medium LDL || id:met-d-M_LDL_PL	cisCRP	Inverse variance weighted	4	-0.022268032006097	0.015718405809346855	0.15657500223361234	1
cisCRP	met-d-M_LDL_PL_pct	Phospholipids to total lipids ratio in medium LDL || id:met-d-M_LDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.016198789164344817	0.01569607123978763	0.30205887679467636	1
cisCRP	met-d-M_LDL_TG	Triglycerides in medium LDL || id:met-d-M_LDL_TG	cisCRP	Inverse variance weighted	4	0.027194466939922602	0.015465324935825989	0.078676839239983	1
cisCRP	met-d-M_LDL_TG_pct	Triglycerides to total lipids ratio in medium LDL || id:met-d-M_LDL_TG_pct	cisCRP	Inverse variance weighted	4	0.05771031760358296	0.015498765510944085	1.964464957323161e-4	0.08015017025878496
cisCRP	met-d-M_VLDL_C	Cholesterol in medium VLDL || id:met-d-M_VLDL_C	cisCRP	Inverse variance weighted	4	-0.035550501394565066	0.015651403925244802	0.023123151115031437	1
cisCRP	met-d-M_VLDL_C_pct	Cholesterol to total lipids ratio in medium VLDL || id:met-d-M_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.06326494028803792	0.014772229159238506	1.8464384765227e-5	0.00812432929669988
cisCRP	met-d-M_VLDL_CE	Cholesteryl esters in medium VLDL || id:met-d-M_VLDL_CE	cisCRP	Inverse variance weighted	4	-0.044953599366034006	0.015550880822428418	0.0038433231570573294	1
cisCRP	met-d-M_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in medium VLDL || id:met-d-M_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.06392849019550412	0.014733477334762135	1.4313552657188818e-5	0.006369530932449024
cisCRP	met-d-M_VLDL_FC	Free cholesterol in medium VLDL || id:met-d-M_VLDL_FC	cisCRP	Inverse variance weighted	4	-0.02017355362608259	0.015692451246231243	0.19859742074672893	1
cisCRP	met-d-M_VLDL_FC_pct	Free cholesterol to total lipids ratio in medium VLDL || id:met-d-M_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.06035898356138584	0.014922838496648496	5.2381496701130244e-5	0.022471662084784873
cisCRP	met-d-M_VLDL_L	Total lipids in medium VLDL || id:met-d-M_VLDL_L	cisCRP	Inverse variance weighted	4	-7.344988904278324e-4	0.015587584831566902	0.9624169792439186	1
cisCRP	met-d-M_VLDL_P	Concentration of medium VLDL particles || id:met-d-M_VLDL_P	cisCRP	Inverse variance weighted	4	-0.009941621491118192	0.015656149651786022	0.5254298121073167	1
cisCRP	met-d-M_VLDL_PL	Phospholipids in medium VLDL || id:met-d-M_VLDL_PL	cisCRP	Inverse variance weighted	4	-0.013144288348849493	0.01567035528039691	0.40158175345535696	1
cisCRP	met-d-M_VLDL_PL_pct	Phospholipids to total lipids ratio in medium VLDL || id:met-d-M_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.06265368300802224	0.015058725939896909	3.173804887232134e-5	0.013806051259459782
cisCRP	met-d-M_VLDL_TG	Triglycerides in medium VLDL || id:met-d-M_VLDL_TG	cisCRP	Inverse variance weighted	4	0.024513463924371585	0.0152499209814015	0.10795599917631045	1
cisCRP	met-d-M_VLDL_TG_pct	Triglycerides to total lipids ratio in medium VLDL || id:met-d-M_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.06400495176126607	0.014821652234822534	1.5720625793068866e-5	0.006964237226329508
cisCRP	met-d-MUFA	Monounsaturated fatty acids || id:met-d-MUFA	cisCRP	Inverse variance weighted	4	0.021013087448121748	0.01553800336762609	0.1762578491711959	1
cisCRP	met-d-MUFA_pct	Ratio of monounsaturated fatty acids to total fatty acids || id:met-d-MUFA_pct	cisCRP	Inverse variance weighted	4	0.048766513313695414	0.015046183578948975	0.0011906030935401797	0.4262359074873843
cisCRP	met-d-non_HDL_C	Total cholesterol minus HDL-C || id:met-d-non_HDL_C	cisCRP	Inverse variance weighted	4	-0.035696100723844014	0.015610446654633618	0.02221449081654906	1
cisCRP	met-d-Omega_3	Omega-3 fatty acids || id:met-d-Omega_3	cisCRP	Inverse variance weighted	4	0.005766813560492254	0.015452347398099161	0.7089997160241688	1
cisCRP	met-d-Omega_3_pct	Ratio of omega-3 fatty acids to total fatty acids || id:met-d-Omega_3_pct	cisCRP	Inverse variance weighted	4	0.006600894382659664	0.01656430617971992	0.6902608409728413	1
cisCRP	met-d-Omega_6	Omega-6 fatty acids || id:met-d-Omega_6	cisCRP	Inverse variance weighted	4	-0.025111509213185525	0.015329944879200908	0.10140727725474627	1
cisCRP	met-d-Omega_6_by_Omega_3	Ratio of omega-6 fatty acids to omega-3 fatty acids || id:met-d-Omega_6_by_Omega_3	cisCRP	Inverse variance weighted	4	-0.01687842688420223	0.0166156206909987	0.3097166273430054	1
cisCRP	met-d-Omega_6_pct	Ratio of omega-6 fatty acids to total fatty acids || id:met-d-Omega_6_pct	cisCRP	Inverse variance weighted	4	-0.045862582584155785	0.015281416519180838	0.0026891814531141375	0.8928082424338937
cisCRP	met-d-Phe	Phenylalanine || id:met-d-Phe	cisCRP	Inverse variance weighted	4	0.0025801743737049504	0.015714334480215038	0.8695796797779454	1
cisCRP	met-d-Phosphatidylc	Phosphatidylcholines || id:met-d-Phosphatidylc	cisCRP	Inverse variance weighted	4	-0.029861964506390767	0.01470654348044554	0.04230347668279348	1
cisCRP	met-d-Phosphoglyc	Phosphoglycerides || id:met-d-Phosphoglyc	cisCRP	Inverse variance weighted	4	-0.024561594554129478	0.01486834721738464	0.09854709745738871	1
cisCRP	met-d-PUFA	Polyunsaturated fatty acids || id:met-d-PUFA	cisCRP	Inverse variance weighted	4	-0.018814659919336674	0.015309202183501862	0.21908036717571908	1
cisCRP	met-d-PUFA_by_MUFA	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids || id:met-d-PUFA_by_MUFA	cisCRP	Inverse variance weighted	4	-0.044367756924499666	0.01505274183365542	0.0032036849392427843	1
cisCRP	met-d-PUFA_pct	Ratio of polyunsaturated fatty acids to total fatty acids || id:met-d-PUFA_pct	cisCRP	Inverse variance weighted	4	-0.037147345448108875	0.01510925128376518	0.013948660425339808	1
cisCRP	met-d-Pyruvate	Pyruvate || id:met-d-Pyruvate	cisCRP	Inverse variance weighted	4	0.0016140938590172337	0.015735468677061326	0.918298864901683	1
cisCRP	met-d-Remnant_C	Remnant cholesterol (non-HDL, non-LDL -cholesterol) || id:met-d-Remnant_C	cisCRP	Inverse variance weighted	4	-0.03490172908143284	0.015594849486677713	0.025219148656977435	1
cisCRP	met-d-S_HDL_C	Cholesterol in small HDL || id:met-d-S_HDL_C	cisCRP	Inverse variance weighted	4	-0.010473901078210944	0.016016045677664143	0.513135651704903	1
